3152,FIRESIDE APTS. EXT 2,BRIDGEPORT,41.20783438,-73.19889013,public housing
3153,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.18812039,-73.210263,public housing
3154,Franklin Park East,ROCKVILLE,41.87329982,-72.50784169,public housing
3155,Franklin Park East,ROCKVILLE,41.8729647,-72.50788701,public housing
3156,Crosby Manor,DANBURY,41.38943076,-73.49429356,public housing
3157,Crosby Manor,DANBURY,41.38943076,-73.49429356,public housing
3158,CAMBRIDGE PARK,BRISTOL,41.69922485,-72.96140681,public housing
3159,WELLES VILLAGE,,41.731093,-72.6390293,public housing
3160,WELLES VILLAGE,,41.73095389,-72.63966495,public housing
3161,MAYFAIR GARDENS,,41.80046533,-72.56102141,public housing
3162,MAYFAIR GARDENS,MANCHESTER,41.78034761,-72.55358176,public housing
3163,SPRING HEIGHTS,WEST HAVEN,41.28820005,-73.00027218,public housing
3164,RAYMOND E. BALDWIN,STRATFORD,41.17682444,-73.16700869,public housing
3165,Thompson Heights,TORRINGTON,41.80046321,-73.16102149,public housing
3166,BONNIE ACRES,BRISTOL,41.69937652,-72.95483116,public housing
3167,RAYMOND E. BALDWIN,STRATFORD,41.17686145,-73.16703682,public housing
3168,RAYMOND E. BALDWIN,STRATFORD,41.18374875,-73.16839087,public housing
3169,EDEN DRIVE,DANBURY,41.40587449,-73.45462868,public housing
3170,EDEN DRIVE,DANBURY,41.39300409,-73.47347272,public housing
3171,BONNIE ACRES,BRISTOL,41.69970358,-72.95552093,public housing
3172,BONNIE ACRES,BRISTOL,41.69916728,-72.9566164,public housing
3173,HOCKANUM PARK,EAST HARTFORD,41.78407955,-72.62580262,public housing
3174,AUSTIN RD & S END TURNKY,WATERBURY,41.53462562,-73.05727309,public housing
3175,HOCKANUM PARK,EAST HARTFORD,41.74026272,-72.65722493,public housing
3176,SCATTERED SITES-II,NEW HAVEN,41.33535463,-73.01314552,public housing
3177,SCATTERED SITES-II,NEW HAVEN,41.32960833,-72.9940424,public housing
3178,AUSTIN RD & S END TURNKY,WATERBURY,41.53440848,-73.05791759,public housing
3179,TRUMAN APTS,WATERBURY,41.58480806,-73.11560014,public housing
3180,TRUMAN APTS,WATERBURY,41.56667589,-73.07007565,public housing
3181,SBONA TOWERS,MIDDLETOWN,41.56052402,-72.67250509,public housing
3182,SBONA TOWERS,MIDDLETOWN,41.56114421,-72.68420391,public housing
3183,Franklin D. Roosevelt Apartments,WATERBURY,41.59021355,-73.06772043,public housing
3184,1992 Homeownership,WATERBURY,41.5852036,-73.06935476,public housing
3185,1992 Homeownership,WATERBURY,41.55329505,-73.0387625,public housing
3186,1992 Homeownership,WATERBURY,41.56328131,-73.02079246,public housing
3187,1992 Homeownership,WATERBURY,41.54690113,-73.04538734,public housing
3188,URSULA PARK TOWNHOUSES,STAMFORD,41.06369121,-73.55415637,public housing
3189,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.19408187,-73.19540983,public housing
3190,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.19380982,-73.19495956,public housing
3191,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.18606073,-73.19890751,public housing
3192,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22554457,-73.2313736,public housing
3193,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.18911472,-73.2104815,public housing
3194,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.18790332,-73.21028456,public housing
3195,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22554457,-73.2313736,public housing
3196,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22554457,-73.2313736,public housing
3197,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.19213636,-73.19356982,public housing
3198,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.22179867,-73.24821966,public housing
3199,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.1971709,-73.23883458,public housing
3200,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.21841428,-73.23974452,public housing
3201,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.20080898,-73.19813161,public housing
3202,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22626728,-73.22658301,public housing
3203,Franklin Park East,ROCKVILLE,41.87292264,-72.50830054,public housing
3204,WELLES VILLAGE,,41.73014161,-72.639564,public housing
3205,EDEN DRIVE,DANBURY,41.38488505,-73.48534173,public housing
3206,HAMPSHIRE HEIGHTS,PUTNAM,41.92459379,-71.92832667,public housing
3207,HAMPSHIRE HEIGHTS,PUTNAM,41.92334517,-71.93024478,public housing
3208,WELLES VILLAGE,,41.73183505,-72.64151167,public housing
3209,WELLES VILLAGE,,41.73299042,-72.64212915,public housing
3210,HAMPSHIRE HEIGHTS,PUTNAM,41.92384146,-71.92894194,public housing
3211,HAMPSHIRE HEIGHTS,PUTNAM,41.9236024,-71.9285879,public housing
3212,HAMPSHIRE HEIGHTS,PUTNAM,41.92283409,-71.9287755,public housing
3213,WELLES VILLAGE,,41.73221416,-72.64186003,public housing
3214,WELLES VILLAGE,,41.73219914,-72.64195314,public housing
3215,Greenwoods Garden,WINSTED,41.92748488,-73.10359549,public housing
3216,WELLES VILLAGE,,41.73155708,-72.64003383,public housing
3217,MAYFAIR GARDENS,,41.80046533,-72.56102141,public housing
3218,WELLES VILLAGE,,41.73148313,-72.63914734,public housing
3219,WELLES VILLAGE,,41.73068783,-72.63925674,public housing
3220,RIVERSIDE APARTMENTS,ANSONIA,41.34689725,-73.11572459,public housing
3221,CAMBRIDGE PARK,BRISTOL,41.69812356,-72.96027463,public housing
3222,SURFSIDE 200 HIGHRISE,WEST HAVEN,41.26222023,-72.9849567,public housing
3223,SPRING HEIGHTS,WEST HAVEN,41.28863718,-73.00063568,public housing
3224,RIVERSIDE APARTMENTS,ANSONIA,41.36112553,-73.1132662,public housing
3225,OAKWOOD KNOLL,NORWICH,41.51801627,-72.1276138,public housing
3226,OAKWOOD KNOLL,NORWICH,41.51784017,-72.12795693,public housing
3227,CAMBRIDGE PARK,BRISTOL,41.69829173,-72.95907418,public housing
3228,CAMBRIDGE PARK,BRISTOL,41.6983688,-72.95866373,public housing
3229,Alan Jepson Manor,MILFORD (REMAINDER),41.20252382,-73.12000767,public housing
3230,OAKWOOD KNOLL,NORWICH,41.51739807,-72.12726597,public housing
3231,WESTHILL GARDENS ANNEX,MANCHESTER,41.77624043,-72.55000331,public housing
3232,Alan Jepson Manor,MILFORD (REMAINDER),41.20252382,-73.12000767,public housing
3233,OAKWOOD KNOLL,NORWICH,41.51706794,-72.12731433,public housing
3234,CAMBRIDGE PARK,BRISTOL,41.69839448,-72.96215209,public housing
3235,CAMBRIDGE PARK,BRISTOL,41.69840962,-72.96075901,public housing
3236,Catherine McKeen Village,MILFORD (REMAINDER),41.22734974,-73.09641268,public housing
3237,Family Scattered Sites,MILFORD (REMAINDER),41.20756655,-73.12043331,public housing
3238,WILBUR PECK COURT,GREENWICH,41.03055508,-73.65292044,public housing
3239,CAMBRIDGE PARK,BRISTOL,41.69843086,-72.95827328,public housing
3240,CAMBRIDGE PARK,BRISTOL,41.69805153,-72.96025945,public housing
3241,WESTHILL GARDENS ANNEX,MANCHESTER,41.77461574,-72.58481,public housing
3242,Family Scattered Sites,MILFORD (REMAINDER),41.21703406,-73.05310264,public housing
3243,QUARRY KNOLL,GREENWICH,41.03421739,-73.65243878,public housing
3244,Laurel Acres,TORRINGTON,41.82121593,-73.1281818,public housing
3245,Laurel Acres,TORRINGTON,41.82121593,-73.1281818,public housing
3246,QUARRY KNOLL,GREENWICH,41.03421739,-73.65243878,public housing
3247,CAMBRIDGE PARK,BRISTOL,41.699613,-72.96130652,public housing
3248,RAYMOND E. BALDWIN,STRATFORD,41.18080193,-73.16605395,public housing
3249,Laurel Acres,TORRINGTON,41.82121593,-73.1281818,public housing
3250,Laurel Acres,TORRINGTON,41.82121593,-73.1281818,public housing
3251,Thompson Heights,TORRINGTON,41.80046321,-73.16102149,public housing
3252,Thompson Heights,TORRINGTON,41.80046321,-73.16102149,public housing
3253,GREENWICH CLOSE,GREENWICH,41.02983767,-73.66464357,public housing
3254,BONNIE ACRES,BRISTOL,41.70069094,-72.95546505,public housing
3255,BONNIE ACRES,BRISTOL,41.70007761,-72.95655434,public housing
3256,RAYMOND E. BALDWIN,STRATFORD,41.17673741,-73.1669434,public housing
3257,LAUREL GARDENS,DANBURY,41.39918254,-73.51075754,public housing
3258,LAUREL GARDENS,DANBURY,41.40438945,-73.49997569,public housing
3259,LAUREL GARDENS,DANBURY,41.40437312,-73.50322963,public housing
3260,LAUREL GARDENS,DANBURY,41.40741152,-73.47989172,public housing
3261,SOUTHWOOD SQUARE -Phase I,STAMFORD,41.04722608,-73.58939427,public housing
3262,AUSTIN RD & S END TURNKY,WATERBURY,41.540528,-73.01170528,public housing
3263,AUSTIN RD & S END TURNKY,WATERBURY,41.53516879,-73.05748762,public housing
3264,MEADOW HILL APARTMENTS,EAST HARTFORD,41.79007277,-72.647763,public housing
3265,TRUMAN APTS,WATERBURY,41.58549437,-73.11491562,public housing
3266,SCATTERED SITES - III,NEW HAVEN,41.31988133,-72.92261966,public housing
3267,SCATTERED SITES - III,NEW HAVEN,41.33927023,-72.90053208,public housing
3268,SCATTERED SITES - III,NEW HAVEN,41.29033589,-72.92186313,public housing
3269,Rockview Phase 1 Rental,NEW HAVEN,41.35302479,-72.99255244,public housing
3270,Rockview Phase 1 Rental,NEW HAVEN,41.35303879,-72.99268467,public housing
3271,TRUMAN APTS,WATERBURY,41.58172916,-73.06083811,public housing
3272,MOUNT PLEASANT,NEW BRITAIN,41.67509077,-72.83615033,public housing
3273,TRUMAN APTS,WATERBURY,41.58216433,-73.06068384,public housing
3274,TRUMAN APTS,WATERBURY,41.56506771,-73.0658737,public housing
3275,TRUMAN APTS,WATERBURY,41.5859136,-73.11412035,public housing
3276,Fairgate,STAMFORD,41.05574734,-73.58615013,public housing
3277,Fairgate,STAMFORD,41.05557633,-73.58561394,public housing
3278,SCATTERED SITES - III,NEW HAVEN,41.30910555,-72.91089872,public housing
3279,SCATTERED SITES - III,NEW HAVEN,41.33908593,-72.90304942,public housing
3280,MONTEREY 1,NEW HAVEN,41.32418916,-72.96369426,public housing
3281,MONTEREY 1,NEW HAVEN,41.32413814,-72.96368112,public housing
3282,Fairgate,STAMFORD,41.05626451,-73.58625342,public housing
3283,MONTEREY 1,NEW HAVEN,41.32259156,-72.96408134,public housing
3284,MOUNT PLEASANT,NEW BRITAIN,41.67748092,-72.833084,public housing
3285,MONTEREY 1,NEW HAVEN,41.3231627,-72.96472956,public housing
3286,MONTEREY 4,NEW HAVEN,41.32442234,-72.96260915,public housing
3287,OVAL GROVE APARTMENTS,NEW BRITAIN,41.70572649,-72.82949126,public housing
3288,Franklin D. Roosevelt Apartments,WATERBURY,41.59022959,-73.06732286,public housing
3289,MONTEREY 4,NEW HAVEN,41.32275069,-72.96322842,public housing
3290,MONTEREY 5,NEW HAVEN,41.32224927,-72.96587026,public housing
3291,OVAL GROVE APARTMENTS,NEW BRITAIN,41.70331352,-72.83051044,public housing
3292,OVAL GROVE APARTMENTS,NEW BRITAIN,41.70298736,-72.83093937,public housing
3293,Monterey Place Phase 2R,NEW HAVEN,41.32482149,-72.96257196,public housing
3294,Elderly and Bond Street,NEW BRITAIN,41.67627257,-72.81031594,public housing
3295,Town Homes at Eastview Terrace,NEW HAVEN,41.31952263,-72.90671621,public housing
3296,Town Homes at Eastview Terrace,NEW HAVEN,41.3174089,-72.90647224,public housing
3297,Town Homes at Eastview Terrace,NEW HAVEN,41.31600735,-72.90708409,public housing
3298,BERKELEY HEIGHTS,WATERBURY,41.56557536,-73.0502812,public housing
3299,BERKELEY HEIGHTS,WATERBURY,41.56685171,-73.05146984,public housing
3300,BERKELEY HEIGHTS,WATERBURY,41.56648266,-73.05064076,public housing
3301,URSULA PARK TOWNHOUSES,STAMFORD,41.05663791,-73.55276076,public housing
3302,URSULA PARK TOWNHOUSES,STAMFORD,41.06121945,-73.55326359,public housing
3303,WELLES VILLAGE,,41.73283866,-72.6387287,public housing
3304,WELLES VILLAGE,,41.73115084,-72.64102242,public housing
3305,WELLES VILLAGE,,41.73149197,-72.64103319,public housing
3306,WELLES VILLAGE,,41.73345599,-72.63764344,public housing
3307,WELLES VILLAGE,,41.73304777,-72.6383526,public housing
3308,WELLES VILLAGE,,41.73310085,-72.63774781,public housing
3309,WELLES VILLAGE,,41.73315377,-72.63887562,public housing
3310,GEORGE B. LEWIS II,NAUGATUCK,41.476823,-73.0673453,public housing
3311,GEORGE B. LEWIS II,NAUGATUCK,41.476823,-73.0673453,public housing
3312,SCATTERED SITE,BLUE HILLS,41.82143097,-72.73865614,public housing
3313,SCATTERED SITE,,41.84759887,-72.77844995,public housing
3314,Quinnipiac Terrace Phase II,NEW HAVEN,41.32304752,-72.92197961,public housing
3315,ST. ANTHONY II,NEW HAVEN,41.32200759,-72.90594648,public housing
3316,ST. ANTHONY II,NEW HAVEN,41.32941027,-72.90544788,public housing
3317,NELTON COURT,HARTFORD,41.79329633,-72.70976378,public housing
3318,ST. ANTHONY II,NEW HAVEN,41.30191772,-72.92506512,public housing
3319,ST. ANTHONY II,NEW HAVEN,41.32200759,-72.90594648,public housing
3320,NELTON COURT,HARTFORD,41.78760636,-72.70864545,public housing
3321,PERCIVAL C. SMITH TOWERS,HARTFORD,41.76437724,-72.70463281,public housing
3322,HARTFORD SCATTERED SITE I,HARTFORD,41.76419813,-72.73816205,public housing
3323,HARTFORD SCATTERED SITE I,HARTFORD,41.76313976,-72.73794137,public housing
3324,New Communities/Mary Shephard Place,HARTFORD,41.79847469,-72.70461451,public housing
3325,MCCONAUGHY TERRACE,NEW HAVEN,41.34206963,-73.00641016,public housing
3326,BOSTON COMMONS,BRIDGEPORT,41.19016151,-73.22742114,public housing
3327,HARTFORD SCATTERED SITE I,HARTFORD,41.78518684,-72.72653712,public housing
3328,HARTFORD SCATTERED SITE I,HARTFORD,41.75206703,-72.71254644,public housing
3329,New Dutch Point Phase I,HARTFORD,41.76233345,-72.70514705,public housing
3330,MCCONAUGHY TERRACE,NEW HAVEN,41.33964682,-73.00589308,public housing
3331,HARTFORD SCATTERED SITE I,HARTFORD,41.76437718,-72.73831068,public housing
3332,New Dutch Point Phase I,HARTFORD,41.76194932,-72.70505406,public housing
3333,BOSTON COMMONS,BRIDGEPORT,41.18987987,-73.21179314,public housing
3334,HARTFORD SCATTERED SITE I,HARTFORD,41.78453151,-72.71664571,public housing
3335,New Dutch Point Phase II,HARTFORD,41.76053985,-72.70458021,public housing
3336,WESTVILLE MANOR,NEW HAVEN,41.34914506,-72.99641972,public housing
3337,WESTVILLE MANOR,NEW HAVEN,41.35063656,-72.99671142,public housing
3338,NEWHALL GARDENS,NEW HAVEN,41.34012054,-72.9669199,public housing
3339,CONSTANCE B. MOTLEY,NEW HAVEN,41.33650985,-72.97130254,public housing
3340,SAMUEL ROODNER COURT,NORWALK,41.08956931,-73.45993241,public housing
3341,SENIOR COURT,NORWALK,41.1300234,-73.44944051,public housing
3342,New Communities/Mary Shephard Place,HARTFORD,41.79922899,-72.70443591,public housing
3343,RIBICOFF COTTAGES EXT.,NEW HAVEN,41.35263,-72.98877593,public housing
3344,FARNUM COURTS,NEW HAVEN,41.31382207,-72.94603029,public housing
3345,IRVING FREESE,NORWALK,41.13396361,-73.45109466,public housing
3346,New Communities/Mary Shephard Place,HARTFORD,41.79851167,-72.70501219,public housing
3347,RIBICOFF COTTAGES EXT.,NEW HAVEN,41.35263,-72.98877593,public housing
3348,FARNUM COURTS,NEW HAVEN,41.31367192,-72.94709054,public housing
3349,RIBICOFF COTTAGES EXT.,NEW HAVEN,41.35263,-72.98877593,public housing
3350,RIBICOFF COTTAGES EXT.,NEW HAVEN,41.35263,-72.98877593,public housing
3351,Quinnipiac Terrace Phase I,NEW HAVEN,41.32272749,-72.92108558,public housing
3352,MEADOW GARDENS,NORWALK,41.11982218,-73.44595283,public housing
3353,KING KENNEDY HOMES,NORWALK,41.1072026,-73.45835476,public housing
3354,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22599903,-73.22826193,public housing
3355,BOSTON COMMONS,BRIDGEPORT,41.19483769,-73.21095273,public housing
3356,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.2256518,-73.22936883,public housing
3357,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22530057,-73.23047372,public housing
3358,MARINA VILLAGE,BRIDGEPORT,41.1774703,-73.22482448,public housing
3359,BOSTON COMMONS,BRIDGEPORT,41.18472062,-73.23793497,public housing
3360,BOSTON COMMONS,BRIDGEPORT,41.17839784,-73.20099488,public housing
3361,BOSTON COMMONS,BRIDGEPORT,41.2048592,-73.23252197,public housing
3362,BOSTON COMMONS,BRIDGEPORT,41.21651277,-73.20607088,public housing
3363,MARINA VILLAGE,BRIDGEPORT,41.17741827,-73.22492752,public housing
3364,BOSTON COMMONS,BRIDGEPORT,41.22069524,-73.248729,public housing
3365,MARINA VILLAGE,BRIDGEPORT,41.17255512,-73.22969902,public housing
3366,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22530057,-73.23047372,public housing
3367,P.T. BARNUM APTS.,BRIDGEPORT,41.16766664,-73.24854752,public housing
3368,P.T. BARNUM APTS.,BRIDGEPORT,41.16612394,-73.2501846,public housing
3369,P.T. BARNUM APTS.,BRIDGEPORT,41.16635802,-73.25022116,public housing
3370,FIRESIDE APTS. EXT 2,BRIDGEPORT,41.20756125,-73.19929814,public housing
3371,FIRESIDE APTS. EXT 2,BRIDGEPORT,41.20756125,-73.19929814,public housing
3372,FIRESIDE APTS. EXT 2,BRIDGEPORT,41.20783438,-73.19889013,public housing
3373,FIRESIDE APTS. EXT 2,BRIDGEPORT,41.20783438,-73.19889013,public housing
3374,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.19018637,-73.23970158,public housing
3375,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.1886786,-73.21020714,public housing
3376,MASTER CONTRACT - CREATIVE CHOICE,BRIDGEPORT,41.18074913,-73.19606666,public housing
3377,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22554457,-73.2313736,public housing
3378,TRUMBULL GARDENS TOWNHOUSES,BRIDGEPORT,41.22630228,-73.22667121,public housing
3379,Franklin Park East,ROCKVILLE,41.87293068,-72.50790496,public housing
3380,HAMPSHIRE HEIGHTS,PUTNAM,41.92335418,-71.93019473,public housing
3381,Windermere Court,ROCKVILLE,41.87402851,-72.50318629,public housing
3382,WELLES VILLAGE,,41.73151391,-72.64181441,public housing
3383,WELLES VILLAGE,,41.73238218,-72.64227803,public housing
3384,Crosby Manor,DANBURY,41.38943076,-73.49429356,public housing
3385,Crosby Manor,DANBURY,41.38943076,-73.49429356,public housing
3386,Crosby Manor,DANBURY,41.38943076,-73.49429356,public housing
3387,THAMES RIVER APARTMENTS,NEW LONDON,41.36112843,-72.13487627,public housing
3388,HAMPSHIRE HEIGHTS,PUTNAM,41.92320425,-71.928569,public housing
3389,WELLES VILLAGE,,41.7321981,-72.64240982,public housing
3390,WELLES VILLAGE,,41.73179102,-72.64164177,public housing
3391,CAMBRIDGE PARK,BRISTOL,41.69900672,-72.96192712,public housing
3392,HAMPSHIRE HEIGHTS,PUTNAM,41.92401149,-71.92936894,public housing
3393,WELLES VILLAGE,,41.73248253,-72.63880904,public housing
3394,WELLES VILLAGE,,41.73215942,-72.63873722,public housing
3395,WELLES VILLAGE,,41.73176718,-72.63982799,public housing
3396,WELLES VILLAGE,,41.73205926,-72.64006199,public housing
3397,WELLES VILLAGE,,41.73021162,-72.63968133,public housing
3398,Greenwoods Garden,WINSTED,41.92796001,-73.10400621,public housing
3399,MAYFAIR GARDENS,MANCHESTER,41.7801211,-72.5584706,public housing
3400,MAYFAIR GARDENS,,41.80046533,-72.56102141,public housing
3401,RIVERSIDE APARTMENTS,ANSONIA,41.34869197,-73.11480916,public housing
3402,RIVERSIDE APARTMENTS,ANSONIA,41.36112553,-73.1132662,public housing
3403,CAMBRIDGE PARK,BRISTOL,41.69865288,-72.95892376,public housing
3404,MAYFAIR GARDENS,MANCHESTER,41.77587974,-72.54489385,public housing
3405,MAYFAIR GARDENS,MANCHESTER,41.77766791,-72.55048619,public housing
